# IMPORTED AT store b0c39d78 -> 340a7a32 (branch claude/store-identity-job-v2-9-kuers3, 2026-07-13, item 20 store-identity job); NOT A SOURCE — do not read as current. The store (engine/rl_after/rl_model_data.json) is the SOLE carrier of every club, ID and eligibility. Raw pre-normalization eligibilities + legacy_afl_club are preserved HERE for recovery only. SSI: stamped, read-only, disposable.
source_row,stable_player_id,legacy_key,player_name,affl_team,eligibilities,legacy_name,legacy_afl_club,legacy_eligibilities,identity_evidence_json
373,afl-player-v1-da036863cc3d8fb50812,liam-stocker,Liam Stocker,Free Agents,G-DEF,Liam Stocker,St Kilda,G-DEF,"{""birth_date"":""2000-01-23"",""birth_year"":2000,""draft_pick"":19,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""liam-stocker""}"
227,afl-player-v1-6eb4e78e45737f63df6e,lincoln-mccarthy,Lincoln McCarthy,Essendon Bombers,"G-FWD,G-DEF",Lincoln McCarthy,Brisbane,G-FWD,"{""birth_date"":""1993-10-22"",""birth_year"":1993,""draft_pick"":80,""draft_type"":""ND"",""draft_year"":2011,""legacy_key"":""lincoln-mccarthy""}"
106,afl-player-v1-c6bb2d8cdbc03d55b932,lloyd-meek,Lloyd Meek,Carlton Blues,RUCK,Lloyd Meek,Hawthorn,RUCK,"{""birth_date"":""1998-04-22"",""birth_year"":1998,""draft_pick"":68,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""lloyd-meek""}"
700,afl-player-v1-176755335d1a57e4c462,logan-evans,Logan Evans,Sydney Swans,G-DEF,Logan Evans,Port Adelaide,G-DEF,"{""birth_date"":""2005-10-07"",""birth_year"":2005,""draft_pick"":12,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""logan-evans""}"
203,afl-player-v1-38abe5a7440120376727,logan-mcdonald,Logan McDonald,Essendon Bombers,"G-FWD,K-FWD",Logan McDonald,Sydney,K-FWD,"{""birth_date"":""2002-04-04"",""birth_year"":2002,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""logan-mcdonald""}"
690,afl-player-v1-65668cce074d71131911,logan-morris,Logan Morris,Sydney Swans,"G-FWD,K-FWD",Logan Morris,Brisbane,K-FWD,"{""birth_date"":""2005-05-10"",""birth_year"":2005,""draft_pick"":31,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""logan-morris""}"
321,afl-player-v1-de2d5ebfc791372d1128,logan-smith,Logan Smith,Fremantle Dockers,RUCK,Logan Smith,GWS,RUCK,"{""birth_date"":""2006-09-24"",""birth_year"":2006,""draft_pick"":71,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""logan-smith""}"
19,afl-player-v1-95fa45c52eff59104176,louis-emmett,Louis Emmett,Adelaide Crows,RUCK,Louis Emmett,Western Bulldogs,RUCK,"{""birth_date"":""2007-03-23"",""birth_year"":2007,""draft_pick"":27,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""louis-emmett""}"
329,afl-player-v1-beade612d1fba85a3b4a,lucas-camporeale,Lucas Camporeale,Fremantle Dockers,MID,Lucas Camporeale,Carlton,MID,"{""birth_date"":""2006-07-21"",""birth_year"":2006,""draft_pick"":54,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""lucas-camporeale""}"
442,afl-player-v1-d6bfe6d5d7c7622aa16c,lucca-grego,Lucca Grego,Melbourne Demons,G-DEF,Lucca Grego,West Coast,G-DEF,"{""birth_date"":""2006-08-15"",""birth_year"":2006,""draft_pick"":48,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""lucca-grego""}"
28,afl-player-v1-76288227686163efb60c,lukas-cooke,Lukas Cooke,Adelaide Crows,G-DEF,Lukas Cooke,Melbourne,K-DEF,"{""birth_date"":""2003-09-26"",""birth_year"":2003,""draft_pick"":11,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""lukas-cooke""}"
537,afl-player-v1-8a0b76cec5160934fed4,luke-beecken,Luke Beecken,Port Adelaide Power,MID,Luke Beecken,Brisbane,MID,"{""birth_date"":""2001-04-18"",""birth_year"":2001,""draft_pick"":17,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""luke-beecken""}"
675,afl-player-v1-a03a3c7f3924fa68f09e,luke-cleary,Luke Cleary,Sydney Swans,G-DEF,Luke Cleary,Western Bulldogs,G-DEF,"{""birth_date"":""2002-03-05"",""birth_year"":2002,""draft_pick"":61,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""luke-cleary""}"
598,afl-player-v1-8386ecd55aded8f8e1ab,luke-davies-uniacke,Luke Davies-Uniacke,Richmond Tigers,MID,Luke Davies-Uniacke,North Melbourne,MID,"{""birth_date"":""1999-06-08"",""birth_year"":1999,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""luke-davies-uniacke""}"
647,afl-player-v1-a0647984be62bcc3cab3,luke-jackson,Luke Jackson,St Kilda Saints,RUCK,Luke Jackson,Fremantle,RUCK,"{""birth_date"":""2001-09-29"",""birth_year"":2001,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""luke-jackson""}"
508,afl-player-v1-9f218ad5a6a2be1b4a35,luke-kennedy,Luke Kennedy,North Melbourne Kangaroos,MID,Luke Kennedy,Western Bulldogs,MID,"{""birth_date"":""2006-10-11"",""birth_year"":2006,""draft_pick"":62,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""luke-kennedy""}"
272,afl-player-v1-191d7ba9aeb6eac18da2,luke-lloyd,Luke Lloyd,Free agents,"K-FWD,G-FWD",Luke Lloyd,Brisbane,K-FWD,"{""birth_date"":""2005-08-08"",""birth_year"":2005,""draft_pick"":42,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""luke-lloyd""}"
356,afl-player-v1-a934cbd848b889e3b90a,luke-mcdonald,Luke McDonald,Geelong Cats,G-DEF,Luke McDonald,North Melbourne,G-DEF,"{""birth_date"":""1995-02-09"",""birth_year"":1995,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""luke-mcdonald""}"
786,afl-player-v1-20a8e6ffe097f0b92cfc,luke-nankervis,Luke Nankervis,Western Bulldogs,MID,Luke Nankervis,Adelaide,G-DEF,"{""birth_date"":""2003-05-25"",""birth_year"":2003,""draft_pick"":1,""draft_type"":""RD"",""draft_year"":2021,""legacy_key"":""luke-nankervis""}"
511,afl-player-v1-58bbb663005700d953dd,luke-parker,Luke Parker,North Melbourne Kangaroos,"MID,G-DEF",Luke Parker,North Melbourne,G-DEF,"{""birth_date"":""1992-10-25"",""birth_year"":1992,""draft_pick"":49,""draft_type"":""ND"",""draft_year"":2010,""legacy_key"":""luke-parker""}"
204,afl-player-v1-ae7cd4e5e53c5f32cdee,luke-pedlar,Luke Pedlar,Essendon Bombers,G-FWD,Luke Pedlar,Adelaide,G-FWD,"{""birth_date"":""2002-05-17"",""birth_year"":2002,""draft_pick"":11,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""luke-pedlar""}"
756,afl-player-v1-e3408506362c67321cf8,luke-ryan,Luke Ryan,West Coast Eagles,G-DEF,Luke Ryan,Fremantle,G-DEF,"{""birth_date"":""1996-02-06"",""birth_year"":1996,""draft_pick"":65,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""luke-ryan""}"
109,afl-player-v1-8e328cd4f9bc35e7e371,luke-trainor,Luke Trainor,Carlton Blues,G-DEF,Luke Trainor,Richmond,K-DEF,"{""birth_date"":""2006-04-10"",""birth_year"":2006,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""luke-trainor""}"
443,afl-player-v1-05fc64bf74c2bf8c3d92,luke-urquhart,Luke Urquhart,Melbourne Demons,MID,Luke Urquhart,North Melbourne,MID,"{""birth_date"":""2006-09-19"",""birth_year"":2006,""draft_pick"":57,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""luke-urquhart""}"
116,afl-player-v1-e6a21ffc57987919564e,luker-kentfield,Luker Kentfield,Carlton Blues,"G-FWD,K-FWD",Luker Kentfield,Melbourne,K-FWD,"{""birth_date"":""2005-09-10"",""birth_year"":2005,""draft_pick"":11,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""luker-kentfield""}"
145,afl-player-v1-514bd6a202ed9e0c5ec5,mabior-chol,Mabior Chol,Collingwood Magpies,"G-FWD,K-FWD",Mabior Chol,Hawthorn,K-FWD,"{""birth_date"":""1997-01-29"",""birth_year"":1997,""draft_pick"":26,""draft_type"":""RD"",""draft_year"":2015,""legacy_key"":""mabior-chol""}"
784,afl-player-v1-62d2d5acac0d15a15a79,mac-andrew,Mac Andrew,Western Bulldogs,"G-DEF,K-DEF",Mac Andrew,Gold Coast,K-DEF,"{""birth_date"":""2003-12-04"",""birth_year"":2003,""draft_pick"":5,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""mac-andrew""}"
480,afl-player-v1-c60baecc88fb4fe722b5,malakai-champion,Malakai Champion,Melbourne Demons,G-FWD,Malakai Champion,West Coast,G-FWD,"{""birth_date"":""2006-05-17"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2024,""legacy_key"":""malakai-champion""}"
464,afl-player-v1-646eff37a6b61875e2a2,malcolm-rosas,Malcolm Rosas,Melbourne Demons,G-FWD,Malcolm Rosas,Sydney,G-FWD,"{""birth_date"":""2001-06-27"",""birth_year"":2001,""draft_pick"":17,""draft_type"":""RD"",""draft_year"":2019,""legacy_key"":""malcolm-rosas""}"
493,afl-player-v1-7ef419f8d3794f401551,mani-liddy,Mani Liddy,North Melbourne Kangaroos,MID,Mani Liddy,Port Adelaide,MID,"{""birth_date"":""2002-02-20"",""birth_year"":2002,""draft_pick"":16,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""mani-liddy""}"
695,afl-player-v1-8614727698f7e9af562e,marc-pittonet,Marc Pittonet,Sydney Swans,RUCK,Marc Pittonet,Carlton,RUCK,"{""birth_date"":""1996-06-03"",""birth_year"":1996,""draft_pick"":50,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""marc-pittonet""}"
749,afl-player-v1-52b76fe3c9cc2b8183b7,marcus-bontempelli,Marcus Bontempelli,West Coast Eagles,MID,Marcus Bontempelli,Western Bulldogs,MID,"{""birth_date"":""1995-11-24"",""birth_year"":1995,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""marcus-bontempelli""}"
191,afl-player-v1-a91d721458a8af9477df,marcus-herbert,Marcus Herbert,Essendon Bombers,MID,Marcus Herbert,West Coast,G-DEF,"{""birth_date"":""2002-08-13"",""birth_year"":2002,""draft_pick"":13,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""marcus-herbert""}"
766,afl-player-v1-f64a092d53ea034a531f,marcus-windhager,Marcus Windhager,Western Bulldogs,"MID,G-DEF",Marcus Windhager,St Kilda,MID,"{""birth_date"":""2003-05-16"",""birth_year"":2003,""draft_pick"":47,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""marcus-windhager""}"
369,afl-player-v1-96e4afac65663a792290,mark-blicavs,Mark Blicavs,Geelong Cats,"RUCK,MID",Mark Blicavs,Geelong,MID,"{""birth_date"":""1991-03-28"",""birth_year"":1991,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2011,""legacy_key"":""mark-blicavs""}"
43,afl-player-v1-0161f6e4e64f66732e03,mark-keane,Mark Keane,Adelaide Crows,"G-DEF,K-DEF",Mark Keane,Adelaide,K-DEF,"{""birth_date"":"""",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2022,""legacy_key"":""mark-keane""}"
77,afl-player-v1-b9731120bd8796d03337,mark-o-connor,Mark O'Connor,Brisbane Lions,"G-DEF,MID",Mark O'Connor,Geelong,G-DEF,"{""birth_date"":""1997-01-17"",""birth_year"":1997,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2016,""legacy_key"":""mark-o-connor""}"
379,afl-player-v1-5ded124c3073357f49b3,mason-cox,Mason Cox,Geelong Cats,"RUCK,G-FWD,K-FWD",Mason Cox,Fremantle,K-FWD,"{""birth_date"":""1991-03-14"",""birth_year"":1991,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2014,""legacy_key"":""mason-cox""}"
154,afl-player-v1-76808420035e6a8b6706,mason-redman,Mason Redman,Collingwood Magpies,G-DEF,Mason Redman,Essendon,G-DEF,"{""birth_date"":""1997-08-26"",""birth_year"":1997,""draft_pick"":30,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""mason-redman""}"
557,afl-player-v1-b82cb6d7d94c9cfeabbc,mason-wood,Mason Wood,Port Adelaide Power,"MID,G-FWD",Mason Wood,St Kilda,G-FWD,"{""birth_date"":""1993-09-13"",""birth_year"":1993,""draft_pick"":44,""draft_type"":""ND"",""draft_year"":2012,""legacy_key"":""mason-wood""}"
350,afl-player-v1-ae71cd9397d333f81257,massimo-d-ambrosio,Massimo D'Ambrosio,Geelong Cats,MID,Massimo D'Ambrosio,Hawthorn,MID,"{""birth_date"":""2003-06-05"",""birth_year"":2003,""draft_pick"":3,""draft_type"":""MSD"",""draft_year"":2022,""legacy_key"":""massimo-d-ambrosio""}"
799,afl-player-v1-3b90ae2e238770e20777,matt-carroll,Matt Carroll,Western Bulldogs,"G-DEF,MID",Matt Carroll,Carlton,MID,"{""birth_date"":""2005-11-28"",""birth_year"":2005,""draft_pick"":8,""draft_type"":""RD"",""draft_year"":2023,""legacy_key"":""matt-carroll""}"
34,afl-player-v1-9753c5a65f8ab7ff3101,matt-cottrell,Matt Cottrell,Adelaide Crows,"MID,G-FWD",Matt Cottrell,Carlton,MID,"{""birth_date"":""2000-02-29"",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2018,""legacy_key"":""matt-cottrell""}"
515,afl-player-v1-9186b21cf6ec11f9140a,matt-duffy,Matt Duffy,North Melbourne Kangaroos,"G-DEF,K-DEF",Matt Duffy,Carlton,G-DEF,"{""birth_date"":""2004-01-02"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2024,""legacy_key"":""matt-duffy""}"
257,afl-player-v1-1ce21cd3f5b5fbbc7ea5,matt-guelfi,Matt Guelfi,Free agents,G-FWD,Matt Guelfi,Essendon,G-FWD,"{""birth_date"":""1997-08-14"",""birth_year"":1997,""draft_pick"":75,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""matt-guelfi""}"
261,afl-player-v1-5990557d50150e6d1dc8,matt-hill,Matt Hill,Free agents,G-DEF,Matt Hill,Hawthorn,G-FWD,"{""birth_date"":""2004-01-01"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2024,""legacy_key"":""matt-hill""}"
788,afl-player-v1-dbcfd02a2c1fe7172bcd,matt-johnson-1,Matt Johnson,Carlton Blues,MID,Matt Johnson,Fremantle,MID,"{""birth_date"":""2003-03-16"",""birth_year"":2003,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""matt-johnson-1""}"
285,afl-player-v1-ebdf837d2a23b1282f44,matt-owies,Matt Owies,Free agents,G-FWD,Matt Owies,Carlton,G-FWD,"{""birth_date"":""1997-03-19"",""birth_year"":1997,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2018,""legacy_key"":""matt-owies""}"
153,afl-player-v1-1d1e35bfd48a45849e03,matt-rowell,Matt Rowell,Collingwood Magpies,MID,Matt Rowell,Gold Coast,MID,"{""birth_date"":""2001-07-01"",""birth_year"":2001,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""matt-rowell""}"
1,afl-player-v1-f51ef64a2881f2ca2690,matt-whitlock,Matt Whitlock,Adelaide Crows,"G-DEF,G-FWD,K-DEF",Matt Whitlock,North Melbourne,K-FWD,"{""birth_date"":""2006-05-16"",""birth_year"":2006,""draft_pick"":27,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""matt-whitlock""}"
51,afl-player-v1-3e40163dcc0b002a3106,mattaes-phillipou,Mattaes Phillipou,Brisbane Lions,"G-FWD,MID",Mattaes Phillipou,St Kilda,MID,"{""birth_date"":""2004-12-27"",""birth_year"":2004,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""mattaes-phillipou""}"
693,afl-player-v1-9929a9b8322b37c5952f,matthew-flynn,Matthew Flynn,Sydney Swans,RUCK,Matthew Flynn,West Coast,RUCK,"{""birth_date"":""1997-09-13"",""birth_year"":1997,""draft_pick"":41,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""matthew-flynn""}"
118,afl-player-v1-d3c8074362c09f68d3b3,matthew-jefferson,Matthew Jefferson,Carlton Blues,"G-FWD,K-FWD",Matthew Jefferson,Melbourne,K-FWD,"{""birth_date"":""2004-03-08"",""birth_year"":2004,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""matthew-jefferson""}"
636,afl-player-v1-fdbc309b0faa58c33480,matthew-kennedy-1,Matthew Kennedy,St Kilda Saints,MID,Matthew Kennedy,Western Bulldogs,MID,"{""birth_date"":""1997-04-06"",""birth_year"":1997,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""matthew-kennedy-1""}"
406,afl-player-v1-5aa354b3399ef0643a4f,matthew-leray,Matthew LeRay,Hawthorn Hawks,MID,Matthew LeRay,Hawthorn,MID,"{""birth_date"":""2007-02-22"",""birth_year"":2007,""draft_pick"":56,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""matthew-leray""}"
782,afl-player-v1-2f116f7f4f97a6bf192a,matthew-roberts,Matthew Roberts,Carlton Blues,"G-DEF,MID",Matthew Roberts,Sydney,G-DEF,"{""birth_date"":""2003-07-31"",""birth_year"":2003,""draft_pick"":34,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""matthew-roberts""}"
671,afl-player-v1-8e35dd8ce06e18a7a07b,maurice-rioli-1,Maurice Rioli,Sydney Swans,G-FWD,Maurice Rioli,Richmond,G-FWD,"{""birth_date"":""2002-09-01"",""birth_year"":2002,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""maurice-rioli-1""}"
97,afl-player-v1-bba889f13399d9b9ee78,max-beattie,Max Beattie,Carlton Blues,"MID,G-FWD",Max Beattie,Hawthorn,G-FWD,"{""birth_date"":""2003-11-18"",""birth_year"":2003,""draft_pick"":12,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""max-beattie""}"
522,afl-player-v1-ed822a4e2051b799eded,max-gawn,Max Gawn,North Melbourne Kangaroos,RUCK,Max Gawn,Melbourne,RUCK,"{""birth_date"":""1991-12-30"",""birth_year"":1991,""draft_pick"":33,""draft_type"":""ND"",""draft_year"":2009,""legacy_key"":""max-gawn""}"
188,afl-player-v1-e2da1b01bb1f552e8dcf,max-gruzewski,Max Gruzewski,Essendon Bombers,"G-FWD,K-FWD",Max Gruzewski,GWS,K-FWD,"{""birth_date"":""2004-07-21"",""birth_year"":2004,""draft_pick"":22,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""max-gruzewski""}"
781,afl-player-v1-a79de63b596184ec6aa8,max-hall,Max Hall,Western Bulldogs,"G-FWD,MID",Max Hall,St Kilda,G-FWD,"{""birth_date"":""2002-04-15"",""birth_year"":2002,""draft_pick"":4,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""max-hall""}"
691,afl-player-v1-3cd41ae70e67f1401076,max-heath,Max Heath,Sydney Swans,"RUCK,G-FWD,K-FWD",Max Heath,Melbourne,RUCK,"{""birth_date"":""2002-10-24"",""birth_year"":2002,""draft_pick"":7,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""max-heath""}"
390,afl-player-v1-41dcbd971cb800328d08,max-holmes,Max Holmes,Geelong Cats,MID,Max Holmes,Geelong,MID,"{""birth_date"":""2002-08-29"",""birth_year"":2002,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""max-holmes""}"
432,afl-player-v1-f2d8efef518ca2749612,max-king-stk,Max King,Hawthorn Hawks,"K-FWD,G-FWD",Max King,St Kilda,K-FWD,"{""birth_date"":""2000-07-07"",""birth_year"":2000,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""max-king-stk""}"
303,afl-player-v1-3becb857d4b323989b82,max-knobel,Max Knobel,Fremantle Dockers,RUCK,Max Knobel,Gold Coast,RUCK,"{""birth_date"":""2004-06-27"",""birth_year"":2004,""draft_pick"":42,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""max-knobel""}"
420,afl-player-v1-770aaa73c350c53af8f8,max-kondogiannis,Max Kondogiannis,Hawthorn Hawks,G-DEF,Max Kondogiannis,Essendon,G-DEF,"{""birth_date"":""2007-11-14"",""birth_year"":2007,""draft_pick"":36,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""max-kondogiannis""}"
692,afl-player-v1-b8023c8175b394310187,max-mapley,Max Mapley,Sydney Swans,RUCK,Max Mapley,Melbourne,RUCK,"{""birth_date"":""2005-10-27"",""birth_year"":2005,""draft_pick"":18,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""max-mapley""}"
100,afl-player-v1-0a868f1cf4977fe59a3d,max-michalanney,Max Michalanney,Carlton Blues,G-DEF,Max Michalanney,Adelaide,G-DEF,"{""birth_date"":""2004-02-26"",""birth_year"":2004,""draft_pick"":17,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""max-michalanney""}"
397,afl-player-v1-a90d32b3027114a2544b,max-ramsden,Max Ramsden,Hawthorn Hawks,"G-FWD,K-FWD",Max Ramsden,Hawthorn,K-FWD,"{""birth_date"":""2003-04-19"",""birth_year"":2003,""draft_pick"":6,""draft_type"":""MSD"",""draft_year"":2022,""legacy_key"":""max-ramsden""}"
593,afl-player-v1-5f43c9c902f7780ce789,max-king-syd,Maxwell King,Richmond Tigers,"G-FWD,K-FWD",Maxwell King,Sydney,G-FWD,"{""birth_date"":""2007-01-09"",""birth_year"":2007,""draft_pick"":49,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""max-king-syd""}"
547,afl-player-v1-c05999000f6adcc37825,michael-frederick,Michael Frederick,Port Adelaide Power,"G-FWD,MID",Michael Frederick,Fremantle,G-FWD,"{""birth_date"":""2000-05-17"",""birth_year"":2000,""draft_pick"":61,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""michael-frederick""}"
48,afl-player-v1-219cd64a18526bc82a23,michael-sellwood,Michael Sellwood,Brisbane Lions,G-DEF,Michael Sellwood,Western Bulldogs,G-DEF,"{""birth_date"":""2003-10-02"",""birth_year"":2003,""draft_pick"":5,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""michael-sellwood""}"
582,afl-player-v1-716f1eabdf51d799d667,milan-murdock,Milan Murdock,Richmond Tigers,"MID,G-FWD",Milan Murdock,West Coast,G-FWD,"{""birth_date"":""2000-06-30"",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2025,""legacy_key"":""milan-murdock""}"
774,afl-player-v1-f822e70b2df2c17d0328,miles-bergman,Miles Bergman,Brisbane Lions,G-DEF,Miles Bergman,Port Adelaide,G-DEF,"{""birth_date"":""2001-10-18"",""birth_year"":2001,""draft_pick"":14,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""miles-bergman""}"
497,afl-player-v1-55d24843de9c3958ab7b,mitch-georgiades,Mitch Georgiades,North Melbourne Kangaroos,"G-FWD,K-FWD",Mitch Georgiades,Port Adelaide,K-FWD,"{""birth_date"":""2001-09-28"",""birth_year"":2001,""draft_pick"":18,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""mitch-georgiades""}"
361,afl-player-v1-46e08b85a52fdc2973b1,mitch-mcgovern,Mitch McGovern,Geelong Cats,"G-DEF,G-FWD",Mitch McGovern,Carlton,G-DEF,"{""birth_date"":""1994-10-11"",""birth_year"":1994,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""mitch-mcgovern""}"
404,afl-player-v1-d918d8964003f39a3025,mitch-podhajski,Mitch Podhajski,Hawthorn Hawks,"G-FWD,K-FWD",Mitch Podhajski,Collingwood,K-FWD,"{""birth_date"":""1999-01-04"",""birth_year"":1999,""draft_pick"":17,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""mitch-podhajski""}"
534,afl-player-v1-f07600e2849bc4a2ed87,mitch-zadow,Mitch Zadow,Port Adelaide Power,G-FWD,Mitch Zadow,Port Adelaide,G-FWD,"{""birth_date"":""2004-03-11"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2025,""legacy_key"":""mitch-zadow""}"
804,afl-player-v1-14f592be6d47ac00f7ed,mitchell-edwards,Mitchell Edwards,Western Bulldogs,RUCK,Mitchell Edwards,Geelong,RUCK,"{""birth_date"":""2005-06-02"",""birth_year"":2005,""draft_pick"":32,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""mitchell-edwards""}"
175,afl-player-v1-caac261627e427ecf9de,mitchell-hinge,Mitchell Hinge,Collingwood Magpies,G-DEF,Mitchell Hinge,Adelaide,G-DEF,"{""birth_date"":""1998-06-28"",""birth_year"":1998,""draft_pick"":17,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""mitchell-hinge""}"
597,afl-player-v1-12bb68135bc18d700f1f,mitchell-knevitt,Mitchell Knevitt,Richmond Tigers,MID,Mitchell Knevitt,Geelong,MID,"{""birth_date"":""2003-01-08"",""birth_year"":2003,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""mitchell-knevitt""}"
